table_name,column_sequence,column_name,label,logical_type,field_size,precision,units,domain_name,plan_group,join_path,output_dimensions,rasterization_status,proposed_encoding
component,95,soiltaxedition,Keys to Taxonomy Edition Used,Choice,254,,,soil_taxonomy_edition,component_base,mukey -> component,"(statistic, y, x)",yes_after_aggregation,categorical code after dominant-condition logic
component,96,castorieindex,CA Storie Index,Integer,,,,,component_base,mukey -> component,"(statistic, y, x)",yes_after_aggregation,numeric raster with documented aggregation
component,97,flecolcomnum,FL Ecol Comm #,String,5,,,,component_base,mukey -> component,"(statistic, y, x)",yes_after_aggregation,categorical code after dominant-condition logic
component,98,flhe,FL HE,Choice,3,,,yes_no_n.a.,component_base,mukey -> component,"(statistic, y, x)",yes_after_aggregation,categorical code after dominant-condition logic
component,99,flphe,FL PHE,Choice,3,,,yes_no_n.a.,component_base,mukey -> component,"(statistic, y, x)",yes_after_aggregation,categorical code after dominant-condition logic
component,100,flsoilleachpot,FL Leach Pot,Choice,254,,,fl_soil_leaching_potential,component_base,mukey -> component,"(statistic, y, x)",yes_after_aggregation,categorical code after dominant-condition logic
component,101,flsoirunoffpot,FL Runoff Pot,Choice,254,,,fl_soil_runoff_potential,component_base,mukey -> component,"(statistic, y, x)",yes_after_aggregation,categorical code after dominant-condition logic
component,102,fltemik2use,FL Temik,Choice,3,,,yes_no_n.a.,component_base,mukey -> component,"(statistic, y, x)",yes_after_aggregation,categorical code after dominant-condition logic
component,103,fltriumph2use,FL Triumph,Choice,3,,,yes_no_n.a.,component_base,mukey -> component,"(statistic, y, x)",yes_after_aggregation,categorical code after dominant-condition logic
component,104,indraingrp,IN Drainage Grp,String,3,,,,component_base,mukey -> component,"(statistic, y, x)",yes_after_aggregation,categorical code after dominant-condition logic
component,105,innitrateleachi,IN NO3 Leach Index,Integer,,,,,component_base,mukey -> component,"(statistic, y, x)",yes_after_aggregation,numeric raster with documented aggregation
component,106,misoimgmtgrp,MI Soil Mgmt Grp,Choice,254,,,mi_soil_management_group,component_base,mukey -> component,"(statistic, y, x)",yes_after_aggregation,categorical code after dominant-condition logic
component,107,vasoimgtgrp,VA Soil Mgmt Grp,Choice,254,,,va_soil_management_group,component_base,mukey -> component,"(statistic, y, x)",yes_after_aggregation,categorical code after dominant-condition logic
component,108,mukey,Mapunit Key,Integer,,,,,component_base,mukey -> component,"(statistic, y, x)",linkage_key,retain only when it has independent provenance value
component,109,cokey,Component Key,String,254,,,,component_base,mukey -> component,"(statistic, y, x)",linkage_key,retain only when it has independent provenance value
copm,1,pmorder,Vertical Order,Integer,,,,,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",possible_dimensioned,category/depth/month dimension or sparse lookup
copm,2,pmmodifier,Textural Modifier,Choice,254,,,parent_material_modifier,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",possible_dimensioned,category/depth/month dimension or sparse lookup
copm,3,pmgenmod,General Modifier,String,60,,,,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",possible_dimensioned,category/depth/month dimension or sparse lookup
copm,4,pmkind,Kind,Choice,254,,,parent_material_kind,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",possible_dimensioned,category/depth/month dimension or sparse lookup
copm,5,pmorigin,Origin,Choice,254,,,parent_material_origin,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",possible_dimensioned,category/depth/month dimension or sparse lookup
copm,6,copmgrpkey,Component Parent Material Group Key,String,254,,,,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",linkage_key,retain only when it has independent provenance value
copm,7,copmkey,Component Parent Material Key,String,254,,,,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",linkage_key,retain only when it has independent provenance value
copmgrp,1,pmgroupname,Group Name,String,252,,,,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",possible_dimensioned,category/depth/month dimension or sparse lookup
copmgrp,2,rvindicator,RV?,Boolean,3,,,,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",possible_dimensioned,category/depth/month dimension or sparse lookup
copmgrp,3,cokey,Component Key,String,254,,,,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",linkage_key,retain only when it has independent provenance value
copmgrp,4,copmgrpkey,Component Parent Material Group Key,String,254,,,,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",linkage_key,retain only when it has independent provenance value
copwindbreak,1,wndbrkht_l,Height - Low Value,Float,,1,meters,,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",possible_dimensioned,category/depth/month dimension or sparse lookup
copwindbreak,2,wndbrkht_r,Height - Representative Value,Float,,1,meters,,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",possible_dimensioned,category/depth/month dimension or sparse lookup
copwindbreak,3,wndbrkht_h,Height - High Value,Float,,1,meters,,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",possible_dimensioned,category/depth/month dimension or sparse lookup
copwindbreak,4,plantsym,Plant Symbol,String,8,,,,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",possible_dimensioned,category/depth/month dimension or sparse lookup
copwindbreak,5,plantsciname,Scientific Name,String,127,,,,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",possible_dimensioned,category/depth/month dimension or sparse lookup
copwindbreak,6,plantcomname,Common Name,String,60,,,,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",possible_dimensioned,category/depth/month dimension or sparse lookup
copwindbreak,7,cokey,Component Key,String,254,,,,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",linkage_key,retain only when it has independent provenance value
copwindbreak,8,copwindbreakkey,Component Potential Windbreak Key,String,254,,,,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",linkage_key,retain only when it has independent provenance value
corestrictions,1,reskind,Kind,Choice,254,,,restriction_kind,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",possible_dimensioned,category/depth/month dimension or sparse lookup
corestrictions,2,reshard,Hardness,Choice,254,,,rupture_resist_block_cem,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",possible_dimensioned,category/depth/month dimension or sparse lookup
corestrictions,3,resdept_l,Top Depth - Low Value,Integer,,,centimeters,,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",possible_dimensioned,category/depth/month dimension or sparse lookup
corestrictions,4,resdept_r,Top Depth - Representative Value,Integer,,,centimeters,,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",possible_dimensioned,category/depth/month dimension or sparse lookup
corestrictions,5,resdept_h,Top Depth - High Value,Integer,,,centimeters,,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",possible_dimensioned,category/depth/month dimension or sparse lookup
corestrictions,6,resdepb_l,Bottom Depth - Low Value,Integer,,,centimeters,,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",possible_dimensioned,category/depth/month dimension or sparse lookup
corestrictions,7,resdepb_r,Bottom Depth - Representative Value,Integer,,,centimeters,,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",possible_dimensioned,category/depth/month dimension or sparse lookup
corestrictions,8,resdepb_h,Bottom Depth - High Value,Integer,,,centimeters,,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",possible_dimensioned,category/depth/month dimension or sparse lookup
corestrictions,9,resthk_l,Thickness - Low Value,Integer,,,centimeters,,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",possible_dimensioned,category/depth/month dimension or sparse lookup
corestrictions,10,resthk_r,Thickness - Representative Value,Integer,,,centimeters,,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",possible_dimensioned,category/depth/month dimension or sparse lookup
corestrictions,11,resthk_h,Thickness - High Value,Integer,,,centimeters,,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",possible_dimensioned,category/depth/month dimension or sparse lookup
corestrictions,12,cokey,Component Key,String,254,,,,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",linkage_key,retain only when it has independent provenance value
corestrictions,13,corestrictkey,Component Restrictions Key,String,254,,,,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",linkage_key,retain only when it has independent provenance value
cosoilmoist,1,soimoistdept_l,Top Depth - Low Value,Integer,,,centimeters,,component_month,mukey -> component -> comonth,"(month[, depth], y, x)",yes_after_aggregation,numeric raster with documented aggregation
cosoilmoist,2,soimoistdept_r,Top Depth - Representative Value,Integer,,,centimeters,,component_month,mukey -> component -> comonth,"(month[, depth], y, x)",yes_after_aggregation,numeric raster with documented aggregation
cosoilmoist,3,soimoistdept_h,Top Depth - High Value,Integer,,,centimeters,,component_month,mukey -> component -> comonth,"(month[, depth], y, x)",yes_after_aggregation,numeric raster with documented aggregation
cosoilmoist,4,soimoistdepb_l,Bottom Depth - Low Value,Integer,,,centimeters,,component_month,mukey -> component -> comonth,"(month[, depth], y, x)",yes_after_aggregation,numeric raster with documented aggregation
cosoilmoist,5,soimoistdepb_r,Bottom Depth - Representative Value,Integer,,,centimeters,,component_month,mukey -> component -> comonth,"(month[, depth], y, x)",yes_after_aggregation,numeric raster with documented aggregation
cosoilmoist,6,soimoistdepb_h,Bottom Depth - High Value,Integer,,,centimeters,,component_month,mukey -> component -> comonth,"(month[, depth], y, x)",yes_after_aggregation,numeric raster with documented aggregation
cosoilmoist,7,soimoiststat,Moisture Status,Choice,254,,,soil_moisture_status,component_month,mukey -> component -> comonth,"(month[, depth], y, x)",yes_after_aggregation,categorical code after dominant-condition logic
cosoilmoist,8,comonthkey,Component Month Key,String,254,,,,component_month,mukey -> component -> comonth,"(month[, depth], y, x)",linkage_key,retain only when it has independent provenance value
cosoilmoist,9,cosoilmoistkey,Component Soil Moisture Key,String,254,,,,component_month,mukey -> component -> comonth,"(month[, depth], y, x)",linkage_key,retain only when it has independent provenance value
cosoiltemp,1,soitempmm,Monthly Temp,Integer,,,degrees centigrade,,component_month,mukey -> component -> comonth,"(month[, depth], y, x)",yes_after_aggregation,numeric raster with documented aggregation
cosoiltemp,2,soitempdept_l,Top Depth - Low Value,Integer,,,centimeters,,component_month,mukey -> component -> comonth,"(month[, depth], y, x)",yes_after_aggregation,numeric raster with documented aggregation
cosoiltemp,3,soitempdept_r,Top Depth - Representative Value,Integer,,,centimeters,,component_month,mukey -> component -> comonth,"(month[, depth], y, x)",yes_after_aggregation,numeric raster with documented aggregation
cosoiltemp,4,soitempdept_h,Top Depth - High Value,Integer,,,centimeters,,component_month,mukey -> component -> comonth,"(month[, depth], y, x)",yes_after_aggregation,numeric raster with documented aggregation
cosoiltemp,5,soitempdepb_l,Bottom Depth - Low Value,Integer,,,centimeters,,component_month,mukey -> component -> comonth,"(month[, depth], y, x)",yes_after_aggregation,numeric raster with documented aggregation
cosoiltemp,6,soitempdepb_r,Bottom Depth - Representative Value,Integer,,,centimeters,,component_month,mukey -> component -> comonth,"(month[, depth], y, x)",yes_after_aggregation,numeric raster with documented aggregation
cosoiltemp,7,soitempdepb_h,Bottom Depth - High Value,Integer,,,centimeters,,component_month,mukey -> component -> comonth,"(month[, depth], y, x)",yes_after_aggregation,numeric raster with documented aggregation
cosoiltemp,8,comonthkey,Component Month Key,String,254,,,,component_month,mukey -> component -> comonth,"(month[, depth], y, x)",linkage_key,retain only when it has independent provenance value
cosoiltemp,9,cosoiltempkey,Component Soil Temperature Key,String,254,,,,component_month,mukey -> component -> comonth,"(month[, depth], y, x)",linkage_key,retain only when it has independent provenance value
cosurffrags,1,sfragcov_l,Cover % - Low Value,Float,,2,percent,,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",possible_dimensioned,category/depth/month dimension or sparse lookup
cosurffrags,2,sfragcov_r,Cover % - Representative Value,Float,,2,percent,,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",possible_dimensioned,category/depth/month dimension or sparse lookup
cosurffrags,3,sfragcov_h,Cover % - High Value,Float,,2,percent,,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",possible_dimensioned,category/depth/month dimension or sparse lookup
cosurffrags,4,distrocks_l,Spacing - Low Value,Float,,2,meters,,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",possible_dimensioned,category/depth/month dimension or sparse lookup
cosurffrags,5,distrocks_r,Spacing - Representative Value,Float,,2,meters,,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",possible_dimensioned,category/depth/month dimension or sparse lookup
cosurffrags,6,distrocks_h,Spacing - High Value,Float,,2,meters,,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",possible_dimensioned,category/depth/month dimension or sparse lookup
cosurffrags,7,sfragkind,Kind,Choice,254,,,fragment_kind,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",possible_dimensioned,category/depth/month dimension or sparse lookup
cosurffrags,8,sfragsize_l,Size - Low Value,Integer,,,millimeters,,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",possible_dimensioned,category/depth/month dimension or sparse lookup
cosurffrags,9,sfragsize_r,Size - Representative Value,Integer,,,millimeters,,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",possible_dimensioned,category/depth/month dimension or sparse lookup
cosurffrags,10,sfragsize_h,Size - High Value,Integer,,,millimeters,,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",possible_dimensioned,category/depth/month dimension or sparse lookup
cosurffrags,11,sfragshp,Shape,Choice,254,,,fragment_shape,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",possible_dimensioned,category/depth/month dimension or sparse lookup
cosurffrags,12,sfraground,Roundness,Choice,254,,,fragment_roundness,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",possible_dimensioned,category/depth/month dimension or sparse lookup
cosurffrags,13,sfraghard,Hardness,Choice,254,,,rupture_resist_block_cem,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",possible_dimensioned,category/depth/month dimension or sparse lookup
cosurffrags,14,cokey,Component Key,String,254,,,,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",linkage_key,retain only when it has independent provenance value
cosurffrags,15,cosurffragskey,Component Surface Fragments Key,String,254,,,,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",linkage_key,retain only when it has independent provenance value
cosurfmorphgc,1,geomposmntn,Geomorphic Component - Mountains,Choice,254,,,geomor_pos_mountain,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",possible_dimensioned,category/depth/month dimension or sparse lookup
cosurfmorphgc,2,geomposhill,Geomorphic Component - Hills,Choice,254,,,geomor_pos_hill,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",possible_dimensioned,category/depth/month dimension or sparse lookup
cosurfmorphgc,3,geompostrce,Geomorphic Component - Terraces,Choice,254,,,geomor_pos_terrace,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",possible_dimensioned,category/depth/month dimension or sparse lookup
cosurfmorphgc,4,geomposflats,Geomorphic Component - Flats,Choice,254,,,geomor_pos_flat,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",possible_dimensioned,category/depth/month dimension or sparse lookup
cosurfmorphgc,5,cogeomdkey,Component Geomorphic Description Key,String,254,,,,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",linkage_key,retain only when it has independent provenance value
cosurfmorphgc,6,cosurfmorgckey,Component Surface Morphometry - Geomorphic Component Key,String,254,,,,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",linkage_key,retain only when it has independent provenance value
cosurfmorphhpp,1,hillslopeprof,Hillslope Profile,Choice,254,,,hillslope_profile,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",possible_dimensioned,category/depth/month dimension or sparse lookup
cosurfmorphhpp,2,cogeomdkey,Component Geomorphic Description Key,String,254,,,,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",linkage_key,retain only when it has independent provenance value
cosurfmorphhpp,3,cosurfmorhppkey,Component Surface Morphometry - Hillslope Profile Position,String,254,,,,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",linkage_key,retain only when it has independent provenance value
cosurfmorphmr,1,geomicrorelief,Microrelief Kind,Choice,254,,,microrelief_kind,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",possible_dimensioned,category/depth/month dimension or sparse lookup
cosurfmorphmr,2,cogeomdkey,Component Geomorphic Description Key,String,254,,,,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",linkage_key,retain only when it has independent provenance value
cosurfmorphmr,3,cosurfmormrkey,Component Surface Morphometry - Micro Relief Key,String,254,,,,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",linkage_key,retain only when it has independent provenance value
cosurfmorphss,1,shapeacross,Slope Shape Across,Choice,254,,,slope_shape,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",possible_dimensioned,category/depth/month dimension or sparse lookup
cosurfmorphss,2,shapedown,Slope Shape Up/Down,Choice,254,,,slope_shape,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",possible_dimensioned,category/depth/month dimension or sparse lookup
cosurfmorphss,3,cogeomdkey,Component Geomorphic Description Key,String,254,,,,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",linkage_key,retain only when it has independent provenance value
cosurfmorphss,4,cosurfmorsskey,Component Surface Morphometry - Slope Shape Key,String,254,,,,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",linkage_key,retain only when it has independent provenance value
cotaxfmmin,1,taxminalogy,Mineralogy,Choice,254,,,taxonomic_family_mineralogy,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",possible_dimensioned,category/depth/month dimension or sparse lookup
cotaxfmmin,2,cokey,Component Key,String,254,,,,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",linkage_key,retain only when it has independent provenance value
cotaxfmmin,3,cotaxfmminkey,Component Taxonomic Family Mineralogy Key,String,254,,,,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",linkage_key,retain only when it has independent provenance value
cotaxmoistcl,1,taxmoistcl,Moisture Class,Choice,254,,,taxonomic_moisture_class,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",possible_dimensioned,category/depth/month dimension or sparse lookup
cotaxmoistcl,2,cokey,Component Key,String,254,,,,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",linkage_key,retain only when it has independent provenance value
cotaxmoistcl,3,cotaxmckey,Component Taxonomic Family Moisture Class Key,String,254,,,,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",linkage_key,retain only when it has independent provenance value
cotext,1,recdate,Date,Date/Time,,,,,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",possible_dimensioned,category/depth/month dimension or sparse lookup
cotext,2,comptextkind,Kind,Choice,254,,,component_text_kind,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",possible_dimensioned,category/depth/month dimension or sparse lookup
cotext,3,textcat,Category,String,20,,,,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",possible_dimensioned,category/depth/month dimension or sparse lookup
cotext,4,textsubcat,Subcategory,String,20,,,,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",possible_dimensioned,category/depth/month dimension or sparse lookup
cotext,5,text,Text,Vtext,,,,,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",lookup_only,dictionary/companion table; do not repeat narrative text
cotext,6,cokey,Component Key,String,254,,,,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",linkage_key,retain only when it has independent provenance value
cotext,7,cotextkey,Component Text Key,String,254,,,,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",linkage_key,retain only when it has independent provenance value
cotreestomng,1,plantsym,Plant Symbol,String,8,,,,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",possible_dimensioned,category/depth/month dimension or sparse lookup
cotreestomng,2,plantsciname,Scientific Name,String,127,,,,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",possible_dimensioned,category/depth/month dimension or sparse lookup
cotreestomng,3,plantcomname,Common Name,String,60,,,,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",possible_dimensioned,category/depth/month dimension or sparse lookup
cotreestomng,4,cokey,Component Key,String,254,,,,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",linkage_key,retain only when it has independent provenance value
cotreestomng,5,cotreestomngkey,Component Trees to Manage Key,String,254,,,,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",linkage_key,retain only when it has independent provenance value
cotxfmother,1,taxfamother,Family Other,Choice,254,,,taxonomic_family_other,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",possible_dimensioned,category/depth/month dimension or sparse lookup
cotxfmother,2,cokey,Component Key,String,254,,,,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",linkage_key,retain only when it has independent provenance value
cotxfmother,3,cotaxfokey,Component Taxonomic Family Other Key,String,254,,,,dimensioned_component,mukey -> component -> child table,"(category[, statistic], y, x) or lookup",linkage_key,retain only when it has independent provenance value
distinterpmd,1,rulename,Rule Name,String,60,,,,distribution_metadata,distribution metadata keys,none,metadata_or_sidecar,not a pixel variable
distinterpmd,2,ruledesign,Rule Design,Choice,254,,,rule_design,distribution_metadata,distribution metadata keys,none,metadata_or_sidecar,not a pixel variable
distinterpmd,3,ruledesc,Description,Vtext,,,,,distribution_metadata,distribution metadata keys,none,metadata_or_sidecar,not a pixel variable
distinterpmd,4,dataafuse,Ready to use?,Boolean,3,,,,distribution_metadata,distribution metadata keys,none,metadata_or_sidecar,not a pixel variable
distinterpmd,5,mrecentrulecwlu,Most Recent Rule Component When Last Updated,Date/Time,,,,,distribution_metadata,distribution metadata keys,none,metadata_or_sidecar,not a pixel variable
distinterpmd,6,rulekey,Rule Key,Integer,,,,,distribution_metadata,distribution metadata keys,none,metadata_or_sidecar,not a pixel variable
distinterpmd,7,distmdkey,Distribution Metadata Key,Integer,,,,,distribution_metadata,distribution metadata keys,none,metadata_or_sidecar,not a pixel variable
distinterpmd,8,distinterpmdkey,Distribution Interpretation Metadata Key,Integer,,,,,distribution_metadata,distribution metadata keys,none,metadata_or_sidecar,not a pixel variable
distlegendmd,1,areatypename,Area Type Name,String,45,,,,distribution_metadata,distribution metadata keys,none,metadata_or_sidecar,not a pixel variable
distlegendmd,2,areasymbol,Area Symbol,String,20,,,,distribution_metadata,distribution metadata keys,none,metadata_or_sidecar,not a pixel variable
distlegendmd,3,areaname,Area Name,String,135,,,,distribution_metadata,distribution metadata keys,none,metadata_or_sidecar,not a pixel variable
distlegendmd,4,ssastatus,Survey Status,Choice,254,,,soil_survey_area_status,distribution_metadata,distribution metadata keys,none,metadata_or_sidecar,not a pixel variable
distlegendmd,5,cordate,Correlation Date,Date/Time,,,,,distribution_metadata,distribution metadata keys,none,metadata_or_sidecar,not a pixel variable
distlegendmd,6,exportcertstatus,Export Certification Status,Choice,254,,,export_certification_status,distribution_metadata,distribution metadata keys,none,metadata_or_sidecar,not a pixel variable
distlegendmd,7,exportcertdate,Export Certification Date,Date/Time,,,,,distribution_metadata,distribution metadata keys,none,metadata_or_sidecar,not a pixel variable
distlegendmd,8,exportmetadata,Export Metadata,Vtext,,,,,distribution_metadata,distribution metadata keys,none,metadata_or_sidecar,not a pixel variable
distlegendmd,9,lkey,Legend Key,Integer,,,,,distribution_metadata,distribution metadata keys,none,metadata_or_sidecar,not a pixel variable
distlegendmd,10,distmdkey,Distribution Metadata Key,Integer,,,,,distribution_metadata,distribution metadata keys,none,metadata_or_sidecar,not a pixel variable
distlegendmd,11,distlegendmdkey,Distribution Legend Metadata Key,Integer,,,,,distribution_metadata,distribution metadata keys,none,metadata_or_sidecar,not a pixel variable
distmd,1,distgendate,Distribution Generation Date,Date/Time,,,,,distribution_metadata,distribution metadata keys,none,metadata_or_sidecar,not a pixel variable
distmd,2,diststatus,Distribution Status,Choice,254,,,distribution_status,distribution_metadata,distribution metadata keys,none,metadata_or_sidecar,not a pixel variable
distmd,3,interpmaxreasons,Interpretation Maximum Reasons,Integer,,,,,distribution_metadata,distribution metadata keys,none,metadata_or_sidecar,not a pixel variable
distmd,4,distmdkey,Distribution Metadata Key,Integer,,,,,distribution_metadata,distribution metadata keys,none,metadata_or_sidecar,not a pixel variable
featdesc,1,areasymbol,Area Symbol,String,20,,,,vector_or_empty,geometry or empty tables,vector sidecar / none,metadata_or_sidecar,not a pixel variable
featdesc,2,spatialver,Spatial Version,Integer,,,,,vector_or_empty,geometry or empty tables,vector sidecar / none,metadata_or_sidecar,not a pixel variable
featdesc,3,featsym,Feature Symbol,String,3,,,,vector_or_empty,geometry or empty tables,vector sidecar / none,metadata_or_sidecar,not a pixel variable
featdesc,4,featname,Feature Name,String,80,,,,vector_or_empty,geometry or empty tables,vector sidecar / none,metadata_or_sidecar,not a pixel variable
featdesc,5,featdesc,Feature Description,Vtext,,,,,vector_or_empty,geometry or empty tables,vector sidecar / none,metadata_or_sidecar,not a pixel variable
featdesc,6,featkey,Feature Key,Integer,,,,,vector_or_empty,geometry or empty tables,vector sidecar / none,metadata_or_sidecar,not a pixel variable
featline,1,objectid,Object ID,Integer,,,,,vector_or_empty,geometry or empty tables,vector sidecar / none,metadata_or_sidecar,not a pixel variable
featline,2,shape,Shape,SQL Geometry,,,,,vector_or_empty,geometry or empty tables,vector sidecar / none,metadata_or_sidecar,not a pixel variable
featline,3,areasymbol,Area Symbol,String,20,,,,vector_or_empty,geometry or empty tables,vector sidecar / none,metadata_or_sidecar,not a pixel variable
featline,4,spatialver,Spatial Version,Integer,,,,,vector_or_empty,geometry or empty tables,vector sidecar / none,metadata_or_sidecar,not a pixel variable
featline,5,featsym,Feature Symbol,String,3,,,,vector_or_empty,geometry or empty tables,vector sidecar / none,metadata_or_sidecar,not a pixel variable
featline,6,featkey,Feature Key,Integer,,,,,vector_or_empty,geometry or empty tables,vector sidecar / none,metadata_or_sidecar,not a pixel variable
featpoint,1,objectid,Object ID,Integer,,,,,vector_or_empty,geometry or empty tables,vector sidecar / none,metadata_or_sidecar,not a pixel variable
featpoint,2,shape,Shape,SQL Geometry,,,,,vector_or_empty,geometry or empty tables,vector sidecar / none,metadata_or_sidecar,not a pixel variable
featpoint,3,areasymbol,Area Symbol,String,20,,,,vector_or_empty,geometry or empty tables,vector sidecar / none,metadata_or_sidecar,not a pixel variable
featpoint,4,spatialver,Spatial Version,Integer,,,,,vector_or_empty,geometry or empty tables,vector sidecar / none,metadata_or_sidecar,not a pixel variable
featpoint,5,featsym,Feature Symbol,String,3,,,,vector_or_empty,geometry or empty tables,vector sidecar / none,metadata_or_sidecar,not a pixel variable
featpoint,6,featkey,Feature Key,Integer,,,,,vector_or_empty,geometry or empty tables,vector sidecar / none,metadata_or_sidecar,not a pixel variable
laoverlap,1,areatypename,Area Type Name,String,45,,,,dimensioned_survey_area,survey_area_id/areasymbol/lkey,"lookup or selected (category, y, x)",possible_dimensioned,category/depth/month dimension or sparse lookup
