table_name,column_sequence,column_name,label,logical_type,field_size,precision,units,domain_name
chaashto,1,aashtocl,AASHTO,Choice,254,,,aashto_group_classification
chaashto,2,rvindicator,RV?,Boolean,3,,,
chaashto,3,chkey,Chorizon Key,String,254,,,
chaashto,4,chaashtokey,Chorizon AASHTO Key,String,254,,,
chconsistence,1,rupresblkmst,Rupture Moist,Choice,254,,,rupture_resist_block_moist
chconsistence,2,rupresblkdry,Rupture Dry,Choice,254,,,rupture_resist_block_dry
chconsistence,3,rupresblkcem,Rupture Cement,Choice,254,,,rupture_resist_block_cem
chconsistence,4,rupresplate,Rupture Plate,Choice,254,,,rupture_resist_plate
chconsistence,5,mannerfailure,Manner of Failure,Choice,254,,,manner_of_failure
chconsistence,6,stickiness,Stickiness,Choice,254,,,stickiness
chconsistence,7,plasticity,Plasticity,Choice,254,,,plasticity
chconsistence,8,rvindicator,RV?,Boolean,3,,,
chconsistence,9,chkey,Chorizon Key,String,254,,,
chconsistence,10,chconsistkey,Chorizon Consistence Key,String,254,,,
chdesgnsuffix,1,desgnsuffix,Suffix,Choice,254,,,horz_desgn_letter_suffix
chdesgnsuffix,2,chkey,Chorizon Key,String,254,,,
chdesgnsuffix,3,chdesgnsfxkey,Chorizon Designation Suffix Key,String,254,,,
chfrags,1,fragvol_l,Vol % - Low Value,Integer,,,percent,
chfrags,2,fragvol_r,Vol % - Representative Value,Integer,,,percent,
chfrags,3,fragvol_h,Vol % - High Value,Integer,,,percent,
chfrags,4,fragkind,Kind,Choice,254,,,fragment_kind
chfrags,5,fragsize_l,Size - Low Value,Integer,,,millimeters,
chfrags,6,fragsize_r,Size - Representative Value,Integer,,,millimeters,
chfrags,7,fragsize_h,Size - High Value,Integer,,,millimeters,
chfrags,8,fragshp,Shape,Choice,254,,,fragment_shape
chfrags,9,fraground,Roundness,Choice,254,,,fragment_roundness
chfrags,10,fraghard,Hardness,Choice,254,,,rupture_resist_block_cem
chfrags,11,chkey,Chorizon Key,String,254,,,
chfrags,12,chfragskey,Chorizon Fragments Key,String,254,,,
chorizon,1,hzname,Designation,String,12,,,
chorizon,2,desgndisc,Disc,Integer,,,,
chorizon,3,desgnmaster,Master,Choice,254,,,horz_desgn_master
chorizon,4,desgnmasterprime,Prime,Choice,254,,,horz_desgn_master_prime
chorizon,5,desgnvert,Sub,Integer,,,,
chorizon,6,hzdept_l,Top Depth - Low Value,Integer,,,centimeters,
chorizon,7,hzdept_r,Top Depth - Representative Value,Integer,,,centimeters,
chorizon,8,hzdept_h,Top Depth - High Value,Integer,,,centimeters,
chorizon,9,hzdepb_l,Bottom Depth - Low Value,Integer,,,centimeters,
chorizon,10,hzdepb_r,Bottom Depth - Representative Value,Integer,,,centimeters,
chorizon,11,hzdepb_h,Bottom Depth - High Value,Integer,,,centimeters,
chorizon,12,hzthk_l,Thickness - Low Value,Integer,,,centimeters,
chorizon,13,hzthk_r,Thickness - Representative Value,Integer,,,centimeters,
chorizon,14,hzthk_h,Thickness - High Value,Integer,,,centimeters,
chorizon,15,fraggt10_l,Rock >10 - Low Value,Integer,,,percent,
chorizon,16,fraggt10_r,Rock >10 - Representative Value,Integer,,,percent,
chorizon,17,fraggt10_h,Rock >10 - High Value,Integer,,,percent,
chorizon,18,frag3to10_l,Rock 3-10 - Low Value,Integer,,,percent,
chorizon,19,frag3to10_r,Rock 3-10 - Representative Value,Integer,,,percent,
chorizon,20,frag3to10_h,Rock 3-10 - High Value,Integer,,,percent,
chorizon,21,sieveno4_l,#4 - Low Value,Float,,1,percent,
chorizon,22,sieveno4_r,#4 - Representative Value,Float,,1,percent,
chorizon,23,sieveno4_h,#4 - High Value,Float,,1,percent,
chorizon,24,sieveno10_l,#10 - Low Value,Float,,1,percent,
chorizon,25,sieveno10_r,#10 - Representative Value,Float,,1,percent,
chorizon,26,sieveno10_h,#10 - High Value,Float,,1,percent,
chorizon,27,sieveno40_l,#40 - Low Value,Float,,1,percent,
chorizon,28,sieveno40_r,#40 - Representative Value,Float,,1,percent,
chorizon,29,sieveno40_h,#40 - High Value,Float,,1,percent,
chorizon,30,sieveno200_l,#200 - Low Value,Float,,1,percent,
chorizon,31,sieveno200_r,#200 - Representative Value,Float,,1,percent,
chorizon,32,sieveno200_h,#200 - High Value,Float,,1,percent,
chorizon,33,sandtotal_l,Total Sand - Low Value,Float,,1,percent,
chorizon,34,sandtotal_r,Total Sand - Representative Value,Float,,1,percent,
chorizon,35,sandtotal_h,Total Sand - High Value,Float,,1,percent,
chorizon,36,sandvc_l,vcos - Low Value,Float,,1,percent,
chorizon,37,sandvc_r,vcos - Representative Value,Float,,1,percent,
chorizon,38,sandvc_h,vcos - High Value,Float,,1,percent,
chorizon,39,sandco_l,cos - Low Value,Float,,1,percent,
chorizon,40,sandco_r,cos - Representative Value,Float,,1,percent,
chorizon,41,sandco_h,cos - High Value,Float,,1,percent,
chorizon,42,sandmed_l,ms - Low Value,Float,,1,percent,
chorizon,43,sandmed_r,ms - Representative Value,Float,,1,percent,
chorizon,44,sandmed_h,ms - High Value,Float,,1,percent,
chorizon,45,sandfine_l,fs - Low Value,Float,,1,percent,
chorizon,46,sandfine_r,fs - Representative Value,Float,,1,percent,
chorizon,47,sandfine_h,fs - High Value,Float,,1,percent,
chorizon,48,sandvf_l,vfs - Low Value,Float,,1,percent,
chorizon,49,sandvf_r,vfs - Representative Value,Float,,1,percent,
chorizon,50,sandvf_h,vfs - High Value,Float,,1,percent,
chorizon,51,silttotal_l,Total Silt - Low Value,Float,,1,percent,
chorizon,52,silttotal_r,Total Silt - Representative Value,Float,,1,percent,
chorizon,53,silttotal_h,Total Silt - High Value,Float,,1,percent,
chorizon,54,siltco_l,Coarse Silt - Low Value,Float,,1,percent,
chorizon,55,siltco_r,Coarse Silt - Representative Value,Float,,1,percent,
chorizon,56,siltco_h,Coarse Silt - High Value,Float,,1,percent,
chorizon,57,siltfine_l,Fine Silt - Low Value,Float,,1,percent,
chorizon,58,siltfine_r,Fine Silt - Representative Value,Float,,1,percent,
chorizon,59,siltfine_h,Fine Silt - High Value,Float,,1,percent,
chorizon,60,claytotal_l,Total Clay - Low Value,Float,,1,percent,
chorizon,61,claytotal_r,Total Clay - Representative Value,Float,,1,percent,
chorizon,62,claytotal_h,Total Clay - High Value,Float,,1,percent,
chorizon,63,claysizedcarb_l,CaCO3 Clay - Low Value,Float,,1,percent,
chorizon,64,claysizedcarb_r,CaCO3 Clay - Representative Value,Float,,1,percent,
chorizon,65,claysizedcarb_h,CaCO3 Clay - High Value,Float,,1,percent,
chorizon,66,om_l,OM - Low Value,Float,,2,percent,
chorizon,67,om_r,OM - Representative Value,Float,,2,percent,
chorizon,68,om_h,OM - High Value,Float,,2,percent,
chorizon,69,dbtenthbar_l,Db 0.1 bar H2O - Low Value,Float,,2,grams per cubic centimeter,
chorizon,70,dbtenthbar_r,Db 0.1 bar H2O - Representative Value,Float,,2,grams per cubic centimeter,
chorizon,71,dbtenthbar_h,Db 0.1 bar H2O - High Value,Float,,2,grams per cubic centimeter,
chorizon,72,dbthirdbar_l,Db 0.33 bar H2O - Low Value,Float,,2,grams per cubic centimeter,
chorizon,73,dbthirdbar_r,Db 0.33 bar H2O - Representative Value,Float,,2,grams per cubic centimeter,
chorizon,74,dbthirdbar_h,Db 0.33 bar H2O - High Value,Float,,2,grams per cubic centimeter,
chorizon,75,dbfifteenbar_l,Db 15 bar H2O - Low Value,Float,,2,grams per cubic centimeter,
chorizon,76,dbfifteenbar_r,Db 15 bar H2O - Representative Value,Float,,2,grams per cubic centimeter,
chorizon,77,dbfifteenbar_h,Db 15 bar H2O - High Value,Float,,2,grams per cubic centimeter,
chorizon,78,dbovendry_l,Db oven dry - Low Value,Float,,2,grams per cubic centimeter,
chorizon,79,dbovendry_r,Db oven dry - Representative Value,Float,,2,grams per cubic centimeter,
chorizon,80,dbovendry_h,Db oven dry - High Value,Float,,2,grams per cubic centimeter,
chorizon,81,partdensity,Dp,Float,,2,grams per cubic centimeter,
chorizon,82,ksat_l,Ksat - Low Value,Float,,4,micrometers per second,
chorizon,83,ksat_r,Ksat - Representative Value,Float,,4,micrometers per second,
chorizon,84,ksat_h,Ksat - High Value,Float,,4,micrometers per second,
chorizon,85,awc_l,AWC - Low Value,Float,,2,centimeters per centimeter,
chorizon,86,awc_r,AWC - Representative Value,Float,,2,centimeters per centimeter,
chorizon,87,awc_h,AWC - High Value,Float,,2,centimeters per centimeter,
chorizon,88,wtenthbar_l,0.1 bar H2O - Low Value,Float,,1,percent,
chorizon,89,wtenthbar_r,0.1 bar H2O - Representative Value,Float,,1,percent,
chorizon,90,wtenthbar_h,0.1 bar H2O - High Value,Float,,1,percent,
chorizon,91,wthirdbar_l,0.33 bar H2O - Low Value,Float,,1,percent,
chorizon,92,wthirdbar_r,0.33 bar H2O - Representative Value,Float,,1,percent,
chorizon,93,wthirdbar_h,0.33 bar H2O - High Value,Float,,1,percent,
chorizon,94,wfifteenbar_l,15 bar H2O - Low Value,Float,,1,percent,
chorizon,95,wfifteenbar_r,15 bar H2O - Representative Value,Float,,1,percent,
chorizon,96,wfifteenbar_h,15 bar H2O - High Value,Float,,1,percent,
chorizon,97,wsatiated_l,Satiated H2O - Low Value,Integer,,,percent,
chorizon,98,wsatiated_r,Satiated H2O - Representative Value,Integer,,,percent,
chorizon,99,wsatiated_h,Satiated H2O - High Value,Integer,,,percent,
chorizon,100,lep_l,LEP - Low Value,Float,,1,percent,
chorizon,101,lep_r,LEP - Representative Value,Float,,1,percent,
chorizon,102,lep_h,LEP - High Value,Float,,1,percent,
chorizon,103,ll_l,LL - Low Value,Float,,1,percent,
chorizon,104,ll_r,LL - Representative Value,Float,,1,percent,
chorizon,105,ll_h,LL - High Value,Float,,1,percent,
chorizon,106,pi_l,PI - Low Value,Float,,1,percent,
chorizon,107,pi_r,PI - Representative Value,Float,,1,percent,
chorizon,108,pi_h,PI - High Value,Float,,1,percent,
chorizon,109,aashind_l,AASHTO Group Index - Low Value,Integer,,,,
chorizon,110,aashind_r,AASHTO Group Index - Representative Value,Integer,,,,
chorizon,111,aashind_h,AASHTO Group Index - High Value,Integer,,,,
chorizon,112,kwfact,Kw,Choice,254,,,soil_erodibility_factor
chorizon,113,kffact,Kf,Choice,254,,,soil_erodibility_factor
chorizon,114,caco3_l,CaCO3 - Low Value,Integer,,,percent,
chorizon,115,caco3_r,CaCO3 - Representative Value,Integer,,,percent,
chorizon,116,caco3_h,CaCO3 - High Value,Integer,,,percent,
chorizon,117,gypsum_l,Gypsum - Low Value,Integer,,,percent,
chorizon,118,gypsum_r,Gypsum - Representative Value,Integer,,,percent,
chorizon,119,gypsum_h,Gypsum - High Value,Integer,,,percent,
chorizon,120,sar_l,SAR - Low Value,Float,,1,,
chorizon,121,sar_r,SAR - Representative Value,Float,,1,,
chorizon,122,sar_h,SAR - High Value,Float,,1,,
chorizon,123,ec_l,EC - Low Value,Float,,1,decisiemens per meter,
chorizon,124,ec_r,EC - Representative Value,Float,,1,decisiemens per meter,
chorizon,125,ec_h,EC - High Value,Float,,1,decisiemens per meter,
chorizon,126,cec7_l,CEC-7 - Low Value,Float,,1,milliequivalents per 100 grams,
chorizon,127,cec7_r,CEC-7 - Representative Value,Float,,1,milliequivalents per 100 grams,
chorizon,128,cec7_h,CEC-7 - High Value,Float,,1,milliequivalents per 100 grams,
chorizon,129,ecec_l,ECEC - Low Value,Float,,1,milliequivalents per 100 grams,
chorizon,130,ecec_r,ECEC - Representative Value,Float,,1,milliequivalents per 100 grams,
chorizon,131,ecec_h,ECEC - High Value,Float,,1,milliequivalents per 100 grams,
chorizon,132,sumbases_l,Sum of Bases - Low Value,Float,,1,milliequivalents per 100 grams,
chorizon,133,sumbases_r,Sum of Bases - Representative Value,Float,,1,milliequivalents per 100 grams,
chorizon,134,sumbases_h,Sum of Bases - High Value,Float,,1,milliequivalents per 100 grams,
chorizon,135,ph1to1h2o_l,pH H2O - Low Value,Float,,1,,
chorizon,136,ph1to1h2o_r,pH H2O - Representative Value,Float,,1,,
chorizon,137,ph1to1h2o_h,pH H2O - High Value,Float,,1,,
chorizon,138,ph01mcacl2_l,pH CaCl2 - Low Value,Float,,1,,
chorizon,139,ph01mcacl2_r,pH CaCl2 - Representative Value,Float,,1,,
chorizon,140,ph01mcacl2_h,pH CaCl2 - High Value,Float,,1,,
chorizon,141,freeiron_l,Free Iron - Low Value,Float,,2,percent,
chorizon,142,freeiron_r,Free Iron - Representative Value,Float,,2,percent,
chorizon,143,freeiron_h,Free Iron - High Value,Float,,2,percent,
chorizon,144,feoxalate_l,Oxalate Fe - Low Value,Float,,2,milligrams per kilogram,
chorizon,145,feoxalate_r,Oxalate Fe - Representative Value,Float,,2,milligrams per kilogram,
chorizon,146,feoxalate_h,Oxalate Fe - High Value,Float,,2,milligrams per kilogram,
chorizon,147,extracid_l,Ext Acidity - Low Value,Float,,1,milliequivalents per 100 grams,
chorizon,148,extracid_r,Ext Acidity - Representative Value,Float,,1,milliequivalents per 100 grams,
chorizon,149,extracid_h,Ext Acidity - High Value,Float,,1,milliequivalents per 100 grams,
chorizon,150,extral_l,Extract Al - Low Value,Float,,2,milliequivalents per 100 grams,
chorizon,151,extral_r,Extract Al - Representative Value,Float,,2,milliequivalents per 100 grams,
chorizon,152,extral_h,Extract Al - High Value,Float,,2,milliequivalents per 100 grams,
chorizon,153,aloxalate_l,Oxalate Al - Low Value,Float,,1,milligrams per kilogram,
chorizon,154,aloxalate_r,Oxalate Al - Representative Value,Float,,1,milligrams per kilogram,
chorizon,155,aloxalate_h,Oxalate Al - High Value,Float,,1,milligrams per kilogram,
chorizon,156,pbray1_l,Bray 1 Phos - Low Value,Float,,1,milligrams per kilogram,
chorizon,157,pbray1_r,Bray 1 Phos - Representative Value,Float,,1,milligrams per kilogram,
chorizon,158,pbray1_h,Bray 1 Phos - High Value,Float,,1,milligrams per kilogram,
chorizon,159,poxalate_l,Oxalate Phos - Low Value,Float,,1,milligrams per kilogram,
chorizon,160,poxalate_r,Oxalate Phos - Representative Value,Float,,1,milligrams per kilogram,
chorizon,161,poxalate_h,Oxalate Phos - High Value,Float,,1,milligrams per kilogram,
chorizon,162,ph2osoluble_l,Water Soluble Phos - Low Value,Float,,1,milligrams per kilogram,
chorizon,163,ph2osoluble_r,Water Soluble Phos - Representative Value,Float,,1,milligrams per kilogram,
chorizon,164,ph2osoluble_h,Water Soluble Phos - High Value,Float,,1,milligrams per kilogram,
chorizon,165,ptotal_l,Total Phos - Low Value,Float,,2,percent,
chorizon,166,ptotal_r,Total Phos - Representative Value,Float,,2,percent,
chorizon,167,ptotal_h,Total Phos - High Value,Float,,2,percent,
chorizon,168,excavdifcl,Excav Diff,Choice,254,,,excavation_difficulty_class
chorizon,169,excavdifms,Excav Diff Moisture,Choice,254,,,observed_soil_moisture_status
chorizon,170,cokey,Component Key,String,254,,,
chorizon,171,chkey,Chorizon Key,String,254,,,
chpores,1,poreqty_l,Quantity - Low Value,Float,,1,pores per area,
chpores,2,poreqty_r,Quantity - Representative Value,Float,,1,pores per area,
chpores,3,poreqty_h,Quantity - High Value,Float,,1,pores per area,
chpores,4,poresize,Size,Choice,254,,,pore_root_size
chpores,5,porecont,Continuity,Choice,254,,,pore_continuity_vertical
chpores,6,poreshp,Shape,Choice,254,,,pore_shape
chpores,7,rvindicator,RV?,Boolean,3,,,
chpores,8,chkey,Chorizon Key,String,254,,,
chpores,9,chporeskey,Chorizon Pores Key,String,254,,,
chstruct,1,structgrade,Grade,Choice,254,,,structure_grade
chstruct,2,structsize,Size,Choice,254,,,structure_size
chstruct,3,structtype,Type,Choice,254,,,structure_type
chstruct,4,structid,Structure ID,Integer,,,,
chstruct,5,structpartsto,Parts to Structure ID,Integer,,,,
chstruct,6,chstructgrpkey,Chorizon Structure Group Key,String,254,,,
chstruct,7,chstructkey,Chorizon Structure Key,String,254,,,
chstructgrp,1,structgrpname,Structure,String,100,,,
chstructgrp,2,rvindicator,RV?,Boolean,3,,,
chstructgrp,3,chkey,Chorizon Key,String,254,,,
chstructgrp,4,chstructgrpkey,Chorizon Structure Group Key,String,254,,,
chtext,1,recdate,Date,Date/Time,,,,
chtext,2,chorizontextkind,Kind,Choice,254,,,chorizon_text_kind
chtext,3,textcat,Category,String,20,,,
chtext,4,textsubcat,Subcategory,String,20,,,
chtext,5,text,Text,Vtext,,,,
chtext,6,chkey,Chorizon Key,String,254,,,
chtext,7,chtextkey,Chorizon Text Key,String,254,,,
chtexture,1,texcl,Texture,Choice,254,,,texture_class
chtexture,2,lieutex,In Lieu,Choice,254,,,terms_used_in_lieu_of_texture
chtexture,3,chtgkey,Chorizon Texture Group Key,String,254,,,
chtexture,4,chtkey,Chorizon Texture Key,String,254,,,
chtexturegrp,1,texture,Tex Mod & Class,String,30,,,
chtexturegrp,2,stratextsflag,Stratified?,Boolean,3,,,
chtexturegrp,3,rvindicator,RV?,Boolean,3,,,
chtexturegrp,4,texdesc,Texture Description,Vtext,,,,
chtexturegrp,5,chkey,Chorizon Key,String,254,,,
chtexturegrp,6,chtgkey,Chorizon Texture Group Key,String,254,,,
chtexturemod,1,texmod,Modifier,Choice,254,,,texture_modifier
chtexturemod,2,chtkey,Chorizon Texture Key,String,254,,,
chtexturemod,3,chtexmodkey,Chorizon Texture Modifier Key,String,254,,,
chunified,1,unifiedcl,Unified,Choice,254,,,unified_soil_classification
chunified,2,rvindicator,RV?,Boolean,3,,,
chunified,3,chkey,Chorizon Key,String,254,,,
chunified,4,chunifiedkey,Chorizon Unified Key,String,254,,,
cocanopycover,1,plantcov,Canopy Cover %,Integer,,,percent,
cocanopycover,2,plantsym,Plant Symbol,String,8,,,
cocanopycover,3,plantsciname,Scientific Name,String,127,,,
cocanopycover,4,plantcomname,Common Name,String,60,,,
cocanopycover,5,cokey,Component Key,String,254,,,
cocanopycover,6,cocanopycovkey,Component Canopy Cover Key,String,254,,,
cocropyld,1,cropname,Crop Name,Choice,254,,,crop_name
cocropyld,2,yldunits,Units,Choice,254,,,crop_yield_units
cocropyld,3,nonirryield_l,Nirr Yield - Low Value,Float,,2,,
cocropyld,4,nonirryield_r,Nirr Yield - Representative Value,Float,,2,,
cocropyld,5,nonirryield_h,Nirr Yield - High Value,Float,,2,,
cocropyld,6,irryield_l,Irr Yield - Low Value,Float,,2,,
cocropyld,7,irryield_r,Irr Yield - Representative Value,Float,,2,,
cocropyld,8,irryield_h,Irr Yield - High Value,Float,,2,,
cocropyld,9,cropprodindex,Prod Index,Integer,,,,
cocropyld,10,vasoiprdgrp,VA Soil Prod Grp,Choice,254,,,va_soil_productivity_group
cocropyld,11,cokey,Component Key,String,254,,,
cocropyld,12,cocropyldkey,Component Crop Yield Key,String,254,,,
codiagfeatures,1,featkind,Kind,Choice,254,,,diag_horz_feat_kind
codiagfeatures,2,featdept_l,Top Depth - Low Value,Integer,,,centimeters,
codiagfeatures,3,featdept_r,Top Depth - Representative Value,Integer,,,centimeters,
codiagfeatures,4,featdept_h,Top Depth - High Value,Integer,,,centimeters,
codiagfeatures,5,featdepb_l,Bottom Depth - Low Value,Integer,,,centimeters,
codiagfeatures,6,featdepb_r,Bottom Depth - Representative Value,Integer,,,centimeters,
codiagfeatures,7,featdepb_h,Bottom Depth - High Value,Integer,,,centimeters,
codiagfeatures,8,featthick_l,Thickness - Low Value,Integer,,,centimeters,
codiagfeatures,9,featthick_r,Thickness - Representative Value,Integer,,,centimeters,
codiagfeatures,10,featthick_h,Thickness - High Value,Integer,,,centimeters,
codiagfeatures,11,cokey,Component Key,String,254,,,
codiagfeatures,12,codiagfeatkey,Component Diagnostic Features Key,String,254,,,
coecoclass,1,ecoclasstypename,Ecological Classification Type Name,String,60,,,
coecoclass,2,ecoclassref,Ecological Classification Reference,String,254,,,
coecoclass,3,ecoclassid,Ecological Classification ID,String,30,,,
coecoclass,4,ecoclassname,Ecological Classification Name,Vtext,,,,
coecoclass,5,cokey,Component Key,String,254,,,
